att1,att2,att3,att4,class
0.385474,0.989789,0.717439,0.270411,1
0.456939,0.070331,0.399924,0.887943,0
0.480391,0.671393,0.208492,0.169648,1
0.994681,0.24272,0.967131,0.944943,0
0.226697,0.895895,0.672985,0.354624,1
0.881217,0.517253,0.444555,0.535351,0
0.069074,0.203381,0.91137,0.245243,1
0.37043,0.307732,0.068481,0.313413,0
0.4225,0.866156,0.632619,0.674674,1
0.652429,0.448263,0.602741,0.543405,0
0.285561,0.836157,0.790067,0.097066,1
0.846441,0.416988,0.383955,0.130135,0
0.114907,0.909679,0.281756,0.237345,1
0.945099,0.095314,0.909548,0.127002,0
0.095642,0.209508,0.787658,0.61208,1
0.663833,0.149816,0.497208,0.954172,0
0.29683,0.931113,0.642911,0.34967,1
0.751195,0.401461,0.75977,0.829101,0
0.44326,0.777409,0.589395,0.581099,1
0.485811,0.250341,0.292517,0.008374,0
0.210583,0.961014,0.289786,0.490429,1
0.950457,0.471033,0.804322,0.524891,0
0.126623,0.555807,0.07842,0.089747,1
0.089531,0.001973,0.416487,0.552675,0
0.128149,0.838603,0.146598,0.788248,1
0.853984,0.143624,0.446951,0.948179,0
0.082421,0.746528,0.51839,0.174344,1
0.855881,0.02297,0.468862,0.552387,0
0.122629,0.916507,0.85337,0.06702,1
0.716051,0.222435,0.49253,0.35851,0
0.223887,0.420261,0.696409,0.793369,1
0.778299,0.32086,0.524526,0.032126,0
0.064986,0.974824,0.32394,0.933097,1
0.536036,0.034993,0.671565,0.535315,0
0.283961,0.810791,0.667316,0.288455,1
0.554954,0.003502,0.836875,0.648116,0
0.675825,0.712395,0.550647,0.012575,1
0.095884,0.055772,0.433875,0.699835,0
0.195661,0.716235,0.500576,0.977936,1
0.694814,0.094468,0.545908,0.460068,0
0.731725,0.909639,0.622278,0.956671,1
0.918923,0.157296,0.198644,0.314426,0
0.645095,0.789504,0.854061,0.367707,1
0.596608,0.084045,0.876663,0.140417,0
0.209366,0.975174,0.989402,0.771869,1
0.573555,0.472084,0.014265,0.282811,0
0.708858,0.991228,0.305216,0.156037,1
0.763352,0.485105,0.86227,0.03829,0
0.139564,0.315858,0.803691,0.93421,1
0.362402,0.276038,0.905621,0.671942,0
0.237669,0.382678,0.157152,0.941984,1
0.650409,0.053986,0.484374,0.893549,0
0.208397,0.606974,0.707586,0.218992,1
0.739977,0.626504,0.647361,0.127046,0
0.535754,0.762871,0.075482,0.651497,1
0.685398,0.253407,0.20669,0.108557,0
0.417074,0.538994,0.77099,0.698633,1
0.924712,0.369219,0.898726,0.902218,0
0.818281,0.861338,0.291763,0.343182,1
0.869768,0.099405,0.920451,0.439706,0
0.078775,0.392829,0.893246,0.896597,1
0.623739,0.492822,0.685775,0.463767,0
0.127768,0.384974,0.3387,0.153796,1
0.475485,0.20911,0.150851,0.19672,0
0.117924,0.560933,0.656311,0.831132,1
0.809238,0.267134,0.91281,0.716209,0
0.572608,0.899298,0.353636,0.33083,1
0.399181,0.211459,0.102337,0.864974,0
0.428247,0.667328,0.377152,0.327694,1
0.711457,0.199552,0.790967,0.137854,0
0.788509,0.805715,0.374831,0.810623,1
0.551348,0.272717,0.600708,0.545371,0
0.072915,0.580594,0.199242,0.129645,1
0.680017,0.152932,0.585501,0.273266,0
0.144456,0.796672,0.588667,0.919573,1
0.614393,0.255306,0.647502,0.818853,0
0.402731,0.684205,0.885211,0.052323,1
0.440871,0.099763,0.622307,0.253934,0
0.170434,0.614844,0.879241,0.248336,1
0.772525,0.294067,0.847334,0.024953,0
0.74325,0.923163,0.881502,0.801354,1
0.686718,0.348028,0.261405,0.448782,0
0.725913,0.907809,0.785159,0.06611,1
0.746863,0.172956,0.721654,0.579658,0
0.452315,0.610925,0.678846,0.336259,1
0.333999,0.294333,0.236041,0.448835,0
0.651318,0.960058,0.720652,0.622899,1
0.483597,0.036991,0.785445,0.020982,0
0.285882,0.597133,0.561982,0.840285,1
0.823669,0.560958,0.716564,0.660206,0
0.15932,0.701903,0.26915,0.777924,1
0.352727,0.326723,0.170306,0.426566,0
0.061217,0.501921,0.661767,0.228571,1
0.732522,0.21776,0.394875,0.622311,0
0.115632,0.882656,0.68565,0.717638,1
0.865827,0.425958,0.273237,0.065659,0
0.153006,0.969554,0.986924,0.68398,1
0.949869,0.195816,0.888962,0.761959,0
0.332644,0.482514,0.593699,0.637103,1
0.552825,0.486425,0.813383,0.88591,0
0.225876,0.939554,0.945104,0.460227,1
0.713213,0.150971,0.047985,0.467781,0
0.152425,0.824845,0.734534,0.560819,1
0.952068,0.548189,0.36006,0.131379,0
0.342135,0.790077,0.435471,0.885178,1
0.23577,0.22966,0.865777,0.17636,0
0.250653,0.458254,0.515237,0.861946,1
0.216703,0.054797,0.67436,0.549067,0
0.167315,0.184125,0.804773,0.774851,1
0.741313,0.582419,0.173175,0.7533,0
0.757702,0.857297,0.282948,0.697984,1
0.56297,0.296733,0.909222,0.361825,0
0.168428,0.921648,0.072859,0.437282,1
0.916472,0.311698,0.111645,0.846548,0
0.033889,0.609726,0.80626,0.439222,1
0.785997,0.629681,0.782653,0.576257,0
0.086179,0.266881,0.813215,0.126159,1
0.975965,0.57328,0.951382,0.792393,0
0.178451,0.444767,0.56105,0.968966,1
0.716328,0.555129,0.387572,0.894131,0
0.059052,0.160237,0.107456,0.727808,1
0.918949,0.788602,0.587883,0.208432,0
0.363304,0.493556,0.524112,0.802275,1
0.989239,0.4989,0.069803,0.784459,0
0.336046,0.53868,0.338525,0.448199,1
0.400871,0.0368,0.400539,0.026481,0
0.565288,0.729858,0.06275,0.578843,1
0.463731,0.327044,0.236946,0.743514,0
0.032977,0.720562,0.060592,0.552244,1
0.93566,0.400089,0.534247,0.797843,0
0.279558,0.593749,0.53777,0.928352,1
0.983656,0.115741,0.159473,0.851318,0
0.21262,0.366964,0.324356,0.552511,1
0.965181,0.682347,0.136472,0.680687,0
0.054465,0.248744,0.281474,0.263231,1
0.884816,0.585461,0.001093,0.610171,0
0.722566,0.670313,0.781484,0.738373,1
0.309646,0.096631,0.232479,0.449382,0
0.528614,0.728138,0.657382,0.863655,1
0.692185,0.285838,0.059184,0.000621,0
0.030902,0.218683,0.823544,0.702904,1
0.986186,0.531984,0.883392,0.789806,0
0.216353,0.980522,0.740455,0.734795,1
0.132925,0.069268,0.109163,0.952398,0
0.051375,0.147752,0.189069,0.515113,1
0.79076,0.36171,0.829599,0.437514,0
0.169112,0.283637,0.552141,0.257167,1
0.202439,0.200929,0.197292,0.655456,0
0.50234,0.910943,0.309649,0.722301,1
0.732523,0.064655,0.956139,0.05352,0
0.803576,0.878755,0.961585,0.752515,1
0.311133,0.263389,0.906991,0.119496,0
0.038723,0.873125,0.532663,0.378289,1
0.676379,0.48844,0.440215,0.382953,0
0.873914,0.787374,0.090271,0.490413,1
0.516747,0.324073,0.126711,0.744743,0
0.368135,0.954858,0.691378,0.338627,1
0.18312,0.000321,0.427491,0.399164,0
0.302004,0.421399,0.828821,0.406158,1
0.760606,0.336657,0.22278,0.393447,0
0.013393,0.793646,0.487646,0.925263,1
0.857874,0.405173,0.451033,0.120475,0
0.323575,0.366903,0.634313,0.036988,1
0.810784,0.110924,0.581862,0.227375,0
0.770019,0.88914,0.523177,0.899579,1
0.771482,0.024744,0.363078,0.866631,0
0.410936,0.853989,0.07657,0.593874,1
0.90015,0.614791,0.457817,0.390634,0
0.183504,0.478815,0.345307,0.145546,1
0.305665,0.184357,0.829313,0.470208,0
0.897777,0.803965,0.547366,0.190552,1
0.46665,0.333474,0.469048,0.341645,0
0.83815,0.927414,0.63772,0.193799,1
0.867792,0.62663,0.962524,0.884581,0
0.217635,0.634489,0.139319,0.717798,1
0.563889,0.082424,0.363461,0.608167,0
0.766874,0.850907,0.115872,0.951031,1
0.876291,0.738047,0.83534,0.817631,0
0.299159,0.42699,0.249575,0.068932,1
0.480584,0.02181,0.595256,0.981873,0
0.187706,0.63336,0.921379,0.095991,1
0.843894,0.529496,0.662422,0.779495,0
0.214054,0.395872,0.078075,0.03916,1
0.843691,0.302845,0.904698,0.85492,0
0.680522,0.767661,0.673319,0.273294,1
0.856771,0.660436,0.396948,0.663305,0
0.444742,0.565636,0.65133,0.905951,1
0.109834,0.105348,0.06748,0.808542,0
0.264907,0.726293,0.960321,0.149317,1
0.730993,0.003201,0.344405,0.839012,0
0.211988,0.50958,0.684823,0.819757,1
0.665921,0.556828,0.990413,0.608184,0
0.102872,0.3661,0.004632,0.947297,1
0.968444,0.746508,0.287596,0.791631,0
0.088455,0.337914,0.859937,0.77817,1
0.780654,0.47278,0.729508,0.947864,0
0.019505,0.591551,0.605893,0.063069,1
0.981477,0.048041,0.368138,0.432573,0
0.514054,0.621578,0.077152,0.020575,1
0.544356,0.174863,0.212363,0.538265,0
0.343447,0.440225,0.372514,0.826678,1
0.606272,0.353189,0.056744,0.079731,0
0.432677,0.565879,0.288882,0.050388,1
0.770138,0.480582,0.840295,0.368235,0
0.465579,0.474262,0.358351,0.654359,1
0.508653,0.348699,0.681969,0.788668,0
0.617795,0.984054,0.436397,0.013196,1
0.408875,0.120208,0.358644,0.243699,0
0.716174,0.935268,0.514721,0.174842,1
0.190592,0.137635,0.205796,0.973402,0
0.160292,0.957781,0.055632,0.022128,1
0.836553,0.165773,0.722398,0.241434,0
0.571084,0.698924,0.039254,0.869121,1
0.549251,0.394109,0.856915,0.389833,0
0.389167,0.923687,0.269296,0.976094,1
0.568853,0.421139,0.865844,0.850945,0
0.619547,0.903661,0.616851,0.937164,1
0.235938,0.123956,0.168113,0.239297,0
0.050422,0.907329,0.656128,0.270097,1
0.955204,0.215533,0.552336,0.879215,0
0.711185,0.830298,0.279883,0.597994,1
0.493489,0.205547,0.250575,0.6001,0
0.685126,0.754021,0.498093,0.244648,1
0.513671,0.292216,0.206856,0.477286,0
0.681762,0.894635,0.697371,0.425209,1
0.7576,0.005637,0.271327,0.217301,0
0.015021,0.919229,0.541748,0.512786,1
0.481094,0.403802,0.869379,0.262257,0
0.171216,0.896723,0.671751,0.373502,1
0.924783,0.661403,0.790559,0.211023,0
0.251494,0.929815,0.960306,0.748308,1
0.694202,0.049734,0.726901,0.833925,0
0.537526,0.877344,0.155179,0.682949,1
0.896648,0.363189,0.851875,0.021543,0
0.470146,0.77575,0.215312,0.460295,1
0.909635,0.746121,0.945183,0.989271,0
0.624085,0.711406,0.499169,0.897425,1
0.617065,0.060713,0.265974,0.90004,0
0.62623,0.787944,0.314798,0.367232,1
0.990651,0.456378,0.176476,0.8976,0
0.780955,0.99648,0.13186,0.327156,1
0.55695,0.490788,0.65414,0.800148,0
0.108742,0.52603,0.870382,0.636911,1
0.400928,0.090189,0.866125,0.378469,0
0.718071,0.922202,0.420744,0.824625,1
0.806038,0.301295,0.55904,0.066822,0
0.32725,0.809187,0.695168,0.222958,1
0.868831,0.239047,0.209787,0.860374,0
0.113137,0.469794,0.354717,0.009026,1
0.969056,0.325324,0.287991,0.372301,0
0.846667,0.928508,0.542551,0.582869,1
0.771817,0.646602,0.876279,0.316516,0
0.323304,0.934056,0.53185,0.385045,1
0.687587,0.21781,0.148882,0.423385,0
0.544521,0.935244,0.283342,0.863446,1
0.410467,0.114263,0.14119,0.119913,0
0.241653,0.350133,0.05556,0.359877,1
0.886759,0.348325,0.522779,0.882186,0
0.190162,0.980487,0.054595,0.849491,1
0.549985,0.512063,0.298235,0.183643,0
0.020259,0.15901,0.479119,0.546811,1
0.895907,0.392202,0.948573,0.925617,0
0.681833,0.678388,0.180374,0.373539,1
0.131851,0.066032,0.001513,0.47429,0
0.042542,0.344054,0.745517,0.470145,1
0.300129,0.068161,0.215206,0.002906,0
0.562854,0.580437,0.525238,0.797977,1
0.483132,0.32685,0.659217,0.498398,0
0.724285,0.70411,0.699487,0.591114,1
0.894744,0.747737,0.422536,0.349687,0
0.074734,0.567196,0.752048,0.558264,1
0.433603,0.11656,0.054586,0.681177,0
0.455121,0.734369,0.842339,0.036028,1
0.975534,0.182347,0.807048,0.382398,0
0.645658,0.876743,0.424531,0.569525,1
0.265829,0.053438,0.396138,0.806187,0
0.221846,0.371746,0.347316,0.29505,1
0.81661,0.704236,0.921987,0.531104,0
0.175994,0.888401,0.185157,0.5389,1
0.719943,0.006039,0.459888,0.134617,0
0.137535,0.513882,0.073082,0.792287,1
0.895649,0.528165,0.368153,0.325265,0
0.634942,0.873487,0.771621,0.019988,1
0.89771,0.546372,0.80509,0.785824,0
0.273754,0.290609,0.789382,0.832395,1
0.889701,0.254783,0.343506,0.844101,0
0.65285,0.717399,0.861515,0.695907,1
0.791022,0.127436,0.234436,0.87717,0
0.013499,0.754707,0.866961,0.234108,1
0.589101,0.376475,0.934514,0.24917,0
0.167373,0.439626,0.010283,0.202332,1
0.915704,0.701613,0.665549,0.645238,0
0.121207,0.666761,0.7996,0.457923,1
0.607817,0.138924,0.550152,0.151892,0
0.325152,0.418295,0.001541,0.592786,1
0.7527,0.11957,0.330234,0.09456,0
0.580812,0.638032,0.53292,0.034356,1
0.982601,0.470231,0.84264,0.594914,0
0.271069,0.506616,0.024699,0.572281,1
0.449366,0.073788,0.520305,0.144806,0
0.446394,0.817032,0.592008,0.974033,1
0.584803,0.498607,0.636124,0.325779,0
0.00446,0.047869,0.408639,0.583502,1
0.53345,0.029226,0.612429,0.928093,0
0.535525,0.871281,0.636624,0.479651,1
0.230824,0.141791,0.467954,0.282023,0
0.590559,0.843583,0.137864,0.476592,1
0.825331,0.65911,0.195186,0.701694,0
0.578546,0.675682,0.971198,0.91492,1
0.403141,0.159858,0.38332,0.298301,0
0.416707,0.854116,0.839591,0.241239,1
0.248654,0.14479,0.082607,0.080465,0
0.586827,0.817398,0.838116,0.121132,1
0.691094,0.570896,0.938967,0.93276,0
0.63174,0.891776,0.579883,0.189717,1
0.558958,0.124526,0.359506,0.66659,0
0.085672,0.420434,0.441768,0.486008,1
0.793859,0.343662,0.102741,0.853258,0
0.900998,0.80252,0.058839,0.896127,1
0.235255,0.152055,0.726546,0.834772,0
0.213498,0.84881,0.634293,0.603695,1
0.677967,0.449324,0.720351,0.03075,0
0.440873,0.45744,0.237342,0.560483,1
0.718441,0.464073,0.718281,0.165315,0
0.429571,0.463405,0.073083,0.285117,1
0.813277,0.263391,0.520078,0.273745,0
0.487266,0.621833,0.458745,0.572888,1
0.695345,0.534636,0.015264,0.628799,0
0.416083,0.974188,0.469749,0.710011,1
0.244493,0.008414,0.011847,0.610455,0
0.861314,0.961589,0.479922,0.979972,1
0.704682,0.417905,0.374611,0.748728,0
0.05451,0.189052,0.591544,0.664591,1
0.705344,0.264278,0.084626,0.756811,0
0.313529,0.843513,0.74492,0.00397,1
0.447002,0.294701,0.928505,0.71387,0
0.503571,0.52552,0.204185,0.922758,1
0.849267,0.043609,0.931968,0.008318,0
0.783504,0.78446,0.164288,0.777528,1
0.60636,0.082557,0.303046,0.371023,0
0.870667,0.962573,0.445035,0.40908,1
0.596812,0.36534,0.806711,0.708416,0
0.641865,0.968861,0.50187,0.523941,1
0.988022,0.660092,0.127345,0.744017,0
0.998078,0.979008,0.87629,0.02527,1
0.316878,0.003653,0.775111,0.490827,0
0.17979,0.978451,0.856563,0.484873,1
0.853596,0.670306,0.018535,0.87333,0
0.051734,0.492854,0.459762,0.711115,1
0.723989,0.648114,0.776626,0.048314,0
0.15478,0.838651,0.569744,0.943108,1
0.962251,0.652752,0.572468,0.126826,0
0.460334,0.452888,0.874472,0.509876,1
0.565265,0.359468,0.000075,0.30375,0
0.013967,0.490329,0.634682,0.875885,1
0.996198,0.12058,0.805612,0.004031,0
0.104349,0.191768,0.64864,0.496189,1
0.813817,0.271858,0.022312,0.243831,0
0.89609,0.947001,0.286423,0.936089,1
0.897343,0.451166,0.522634,0.757562,0
0.182905,0.496924,0.099719,0.869476,1
0.410027,0.361594,0.743191,0.643036,0
0.128571,0.714349,0.902443,0.540462,1
0.861501,0.570712,0.221973,0.403853,0
0.111111,0.684644,0.740132,0.587132,1
0.983037,0.327236,0.8632,0.284753,0
0.28578,0.441619,0.355811,0.278691,1
0.689377,0.516673,0.711544,0.624706,0
0.447939,0.888265,0.644487,0.060332,1
0.984939,0.096274,0.166872,0.654656,0
0.390779,0.425071,0.8024,0.099921,1
0.724844,0.048811,0.831325,0.163108,0
0.164284,0.407508,0.982746,0.612132,1
0.614578,0.167268,0.504918,0.246362,0
0.048909,0.155814,0.631072,0.022656,1
0.80781,0.499947,0.84412,0.137542,0
0.543666,0.802571,0.507265,0.509737,1
0.349329,0.190938,0.41084,0.179037,0
0.651112,0.996968,0.592921,0.039351,1
0.955758,0.359966,0.369394,0.215358,0
0.35596,0.748853,0.518417,0.998623,1
0.578776,0.067061,0.682715,0.559966,0
0.187245,0.314434,0.578176,0.802535,1
0.451801,0.277667,0.652043,0.660678,0
0.032611,0.051416,0.223411,0.748314,1
0.702385,0.635826,0.641669,0.578236,0
0.226215,0.670488,0.398142,0.237408,1
0.943368,0.721852,0.02503,0.478876,0
0.008114,0.149257,0.476214,0.038745,1
0.803229,0.493038,0.705385,0.382607,0
0.108808,0.776136,0.436145,0.511268,1
0.212955,0.158725,0.330959,0.41181,0
0.66976,0.954201,0.708405,0.912923,1
0.666317,0.471158,0.218654,0.498586,0
0.45725,0.932804,0.633798,0.810644,1
0.906264,0.004957,0.670874,0.451974,0
0.319126,0.497194,0.423293,0.577648,1
0.805751,0.564621,0.16597,0.637007,0
0.520716,0.595558,0.623495,0.515569,1
0.706508,0.582156,0.330455,0.621598,0
0.49606,0.637867,0.433746,0.410631,1
0.814271,0.539719,0.386287,0.02374,0
0.190058,0.935891,0.523484,0.088046,1
0.858384,0.611916,0.135185,0.055287,0
0.048564,0.630846,0.968711,0.100245,1
0.282697,0.075849,0.020555,0.403642,0
0.444098,0.892138,0.137439,0.585863,1
0.684306,0.215115,0.498346,0.948605,0
0.465498,0.856796,0.184189,0.946174,1
0.594336,0.07371,0.490325,0.092406,0
0.092901,0.980612,0.303905,0.893519,1
0.656867,0.111288,0.249993,0.123913,0
0.384756,0.381581,0.966006,0.857537,1
0.832317,0.623928,0.966205,0.513524,0
0.066666,0.556674,0.096844,0.886512,1
0.971608,0.692606,0.242448,0.898868,0
0.259216,0.328583,0.546385,0.672391,1
0.846759,0.242154,0.536773,0.851551,0
0.734208,0.813657,0.662238,0.080031,1
0.593757,0.030721,0.312127,0.405148,0
0.644287,0.699868,0.398651,0.620184,1
0.307032,0.274819,0.070198,0.238633,0
0.870861,0.798326,0.03024,0.77383,1
0.486535,0.415695,0.104706,0.498779,0
0.56976,0.714559,0.081428,0.450026,1
0.764891,0.084906,0.389368,0.443973,0
0.875197,0.809249,0.855198,0.307772,1
0.512908,0.412323,0.555838,0.338603,0
0.409942,0.966781,0.302198,0.77285,1
0.612383,0.142898,0.325821,0.269741,0
0.22342,0.789935,0.150662,0.45111,1
0.453752,0.390522,0.810196,0.050443,0
0.408844,0.398728,0.768678,0.587218,1
0.735849,0.297183,0.983392,0.281619,0
0.561953,0.958225,0.347611,0.042259,1
0.069183,0.009086,0.146367,0.039532,0
0.709357,0.952469,0.92638,0.960729,1
0.991628,0.16279,0.602727,0.540608,0
0.085888,0.450324,0.258638,0.096891,1
0.834083,0.708622,0.36484,0.276061,0
0.25376,0.460388,0.086998,0.678746,1
0.870507,0.485622,0.807466,0.196575,0
0.205233,0.856973,0.005195,0.437488,1
0.676467,0.454968,0.44274,0.719488,0
0.126655,0.335511,0.249543,0.478619,1
0.880686,0.340871,0.359888,0.665542,0
0.290794,0.791375,0.440747,0.889209,1
0.896593,0.764276,0.622867,0.84528,0
0.206924,0.25325,0.231111,0.264683,1
0.75092,0.005265,0.956809,0.325919,0
0.882541,0.864887,0.042699,0.429256,1
0.525936,0.031616,0.557714,0.794468,0
0.894541,0.800075,0.80007,0.264574,1
0.882106,0.537576,0.47929,0.101229,0
0.227357,0.324328,0.301901,0.362524,1
0.879271,0.333376,0.081148,0.956873,0
0.549724,0.768804,0.623747,0.795658,1
0.948676,0.503815,0.632399,0.920407,0
0.38712,0.74142,0.226091,0.100834,1
0.588584,0.19891,0.968154,0.671999,0
0.812171,0.775106,0.773313,0.699458,1
0.852428,0.050691,0.907115,0.193618,0
0.190512,0.431987,0.31829,0.786298,1
0.446257,0.246364,0.586439,0.867523,0
0.535696,0.721943,0.152395,0.295575,1
0.769665,0.000834,0.547837,0.236582,0
0.075749,0.475814,0.296124,0.946893,1
0.581276,0.453714,0.848956,0.371577,0
0.14911,0.442853,0.216413,0.670652,1
0.395982,0.151354,0.993985,0.475542,0
0.379775,0.636436,0.342466,0.584115,1
0.427002,0.322241,0.583588,0.822623,0
0.131714,0.377347,0.045646,0.429603,1
0.553178,0.004466,0.0595,0.742667,0
0.02209,0.18166,0.345653,0.137241,1
0.697598,0.070466,0.127308,0.261726,0
0.168837,0.496124,0.882506,0.118399,1
0.416684,0.077719,0.830055,0.236955,0
0.136713,0.564507,0.224063,0.976277,1
0.347773,0.064222,0.456656,0.551424,0
0.706341,0.808313,0.803265,0.78691,1
0.778492,0.43442,0.721626,0.616625,0
0.73001,0.881403,0.524827,0.623368,1
0.511135,0.152185,0.941606,0.755779,0
0.424633,0.836977,0.343378,0.668246,1
0.728119,0.284136,0.035223,0.717734,0
0.315605,0.410546,0.934284,0.745801,1
0.387977,0.158202,0.065718,0.417157,0
0.509513,0.605098,0.316467,0.569598,1
0.618084,0.462803,0.537848,0.398657,0
0.277645,0.344121,0.72949,0.369852,1
0.800494,0.171518,0.839843,0.202826,0
0.170125,0.292229,0.636939,0.128855,1
0.896506,0.757486,0.412846,0.063098,0
0.204827,0.393644,0.445977,0.010866,1
0.60381,0.4746,0.210152,0.216315,0
0.163181,0.94059,0.278824,0.129562,1
0.562015,0.382283,0.052807,0.680639,0
0.423195,0.665277,0.197842,0.662953,1
0.872652,0.316611,0.220248,0.222981,0
0.535915,0.899268,0.332885,0.954204,1
0.751723,0.640421,0.482917,0.769834,0
0.023031,0.164889,0.727371,0.505034,1
0.156141,0.132011,0.774023,0.838718,0
